image_id,gt_text,pred_text,gt_len,pred_text_len,is_correct,pred_len_from_head
3292,皖远洋668WANYUANYANG,皖远洋668WANYUANYANG,17,17,True,17
3293,皖远顺968WANYUANSHUN,皖远顺968WANYUANSHUN,17,17,True,17
3294,皖远顺968WANYUANSHUN,皖远顺968WANYUANSHUN,17,17,True,17
3295,皖郎溪货1262宣城港WANLANGXIHUOXUANCHENGGANG,皖郎溪货1262宣城港WANLANGXIHUOXUANCHENGGANG,36,36,True,36
3296,皖郎溪货1886WANLANGXIHUO,皖郎溪货1886WANLANGXIHUO,20,20,True,20
3297,皖郎溪货1886WANLANGXIHUO,皖郎溪货1886WANLANGXIHUO,20,20,True,20
3298,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,20,20,True,20
3299,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,20,20,True,20
3300,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,20,20,True,20
3301,皖郎溪货2266WANLANGXIHUO,皖郎溪货2266WANLANGXIHUO,20,20,True,20
3302,皖郎溪货5508WANLANGXIHUO,皖郎溪货5508WANLANGXIHUO,20,20,True,20
3303,皖郎溪货6858WANLANGXIHUO,皖郎溪货6858WANLANGXIHUO,20,20,True,20
3304,皖郎溪货8158WANLANGXIHUO,皖郎溪货8158WANLANGXIHUO,20,20,True,20
3305,皖郎溪货8158WANLANGXIHUO,皖郎溪货8158WANLANGXIHUO,20,20,True,20
3306,皖郎溪货9098WANLANGXIHUO,皖郎溪货9098WANLANGXIHUO,20,20,True,20
3307,皖郎溪货9098WANLANGXIHUO,皖郎溪货9098WANLANGXIHUO,20,20,True,20
3308,皖金港0718WANJINGANG,皖金港0718WANJINGANG,17,17,True,17
3309,皖金航189WANJINHANG,皖金航189WANJINHANG,16,16,True,16
3310,皖金舵169WANJINDUO,皖金舵169WANJINDUO,15,15,True,15
3311,皖金舵912WANJINDUO,皖金舵912WANJINDUO,15,15,True,15
3312,皖金舵1199WANJINDUO,皖金舵1199WANJINDUO,16,16,True,16
3313,皖金舵1816WANJINDUO,皖金舵1816WANJINDUO,16,16,True,16
3314,皖金舵2297WANJINDUO,皖金舵2297WANJINDUO,16,16,True,16
3315,皖金舵6618WANJINDUO,皖金舵6618WANJINDUO,16,16,True,16
3316,皖金舵9188WANJINDUO,皖金舵9188WANJINDUO,16,16,True,17
3317,皖金锚0021WANJINMAO,皖金锚0021WANJINMAO,16,16,True,16
3318,皖金锚0508WANJINMAO,皖金锚0508WANJINMAO,16,16,True,16
3319,皖铜陵货2158WANTONGLINGHUO,皖铜陵货2178WANTONGLINGHUO,22,22,False,20
3320,皖镇固0285WANZHENGU,皖镇固0285WANZHENGU,16,16,True,16
3321,皖长胜1181WANCHANGSHENG,长盛1181CHANGSHENG,20,16,False,15
3322,皖阜阳货1106WANFUYANGHUO,皖阜阳货1106WANFUYANGHUO,20,20,True,20
3323,皖阜阳货1812WANFUYANGHUO,皖阜阳货1812WANFUYANGHUO,20,20,True,20
3324,皖阜阳货1981WANFUYANGHUO,皖阜阳货1981WANFUYANGHUO,20,20,True,20
3325,皖霍邱333WANHUOQIU,皖霍邱333WANHUOQIU,15,15,True,15
3326,皖霍邱789六安港WANHUOQIULUANGANG,皖霍邱789六安港WANHUOQIULUANGANG,26,26,True,22
3327,皖霍邱1002六安港,皖霍邱1002六安港,10,10,True,10
3328,皖霍邱1588WANHUOQIU,皖霍邱1588WANHUOQIU,16,16,True,16
3329,皖霍邱7666六安港,皖霍邱7666六安港,10,10,True,10
3330,皖顺河1688WANSHUNHE,皖顺河1688WANSHUNHE,16,16,True,16
3331,皖马货3022,皖马货3022,7,7,True,7
3332,皖马货5168WANMAHUO,皖马货5168WANMAHUO,15,15,True,15
3333,皖马货5168马鞍山WANMAHUOMAANSHAN,皖马货5168马鞍山WANMAHUOMAANSHAN,26,26,True,33
3334,皖马货5168马鞍山WANMAHUOMAANSHAN,皖马货5168马鞍山WANMAHUOMAANSHAN,26,26,True,26
3335,皖鸣远018WANMINGYUAN,皖鸣远018WANMINGYUAN,17,17,True,15
3336,皖鸣远8899WANMINGYUAN,皖鸣远8899WANMINGYUAN,18,18,True,18
3337,皖鸿盛689WANHONGSHENG,皖鸿盛689WANHONGSHENG,18,18,True,18
3338,皖鸿运1918WANHONGYUN,皖鸿远1918WANHONGYUAN,17,18,False,18
3339,皖鸿远0688WANHONGYUAN,皖鸿远0688WANHONGYUAN,18,18,True,18
3340,皖鸿远1918WANHONGYUAN,皖鸿远1918WANHONGYUAN,18,18,True,18
3341,皖鸿顺128WANHONGSHUN,皖鸿顺128WANHONGSHUN,17,17,True,17
3342,皖鸿顺138WANHONGSHUN,皖鸿顺138WANHONGSHUN,17,17,True,17
3343,皖龙8886蚌埠港,皖龙8886蚌埠港,9,9,True,9
3344,皖龙号199WANLONGHAO,皖龙号199WANLONGHAO,16,16,True,16
3345,益嘉18号18YIJIAHAO,益嘉13号YIJIAHAO,15,13,False,15
3346,益峰288YIFENG,益峰288YIFENG,11,11,True,13
3347,祥浩968XIANGHAO,祥浩968XIANGHAO,13,13,True,13
3348,祥瑞9亳州XIANGRUIBOZHOU,祥瑞9亳州XIANGRUIBOZHOU,19,19,True,19
3349,祥瑞1589XIANGRUI,祥瑞1589XIANGRUI,14,14,True,14
3350,红航货7217HONGHANGHUO,红航货7217HONGHANGHUO,18,18,True,18
3351,红航货8600HONGHANGHUO,红航货8600HONGHANGHUO,18,18,True,18
3352,红航货8600HONGHANGHUO,红航货8600HONGHANGHUO,18,18,True,19
3353,绍航集168绍兴港,绍航集168绍兴港,9,9,True,9
3354,绿动8023LVDONG,绿动8023LVDONG,12,12,True,14
3355,翔运89XIANGYUN,翔运89XIANGYUN,12,12,True,12
3356,翔运0188XIANGYUN,翔运0188XIANGYUN,14,14,True,14
3357,翔运0188XIANGYUN,翔运0188XIANGYUN,14,14,True,14
3358,翔运1699XIANGYUN,六航1699LIUHANG,14,13,False,11
3359,翔运9699XIANGYUN,翔运9699XIANGYUN,14,14,True,14
3360,腾达128TENGDA,腾达128TENGDA,11,11,True,11
3361,腾运012TENGYUN,腾运012TENGYUN,12,12,True,12
3362,腾运016TENGYUN,腾运016TENGYUN,12,12,True,12
3363,自航22合肥港,自航22合肥港,7,7,True,7
3364,航远89HANGYUAN,航远89HANGYUAN,12,12,True,12
3365,航远89HANGYUAN,航远89HANGYUAN,12,12,True,12
3366,航远89池州港,航远89池州港,7,7,True,7
3367,航远89池州港HANGYUANCHIZHOUGANG,航远89池州港HANGYUANCHIZHOUGANG,26,26,True,26
3368,航远89池州港HANGYUANCHIZHOUGANG,航远89池州港HANGYUANCHIZHOUGANG,26,26,True,26
3369,航韵001HANGYUN,航韵001HANGYUN,12,12,True,12
3370,芜湖联顺555芜湖WUHULIANSHUNWUHU,芜湖联顺555芜湖WUHULIANSHUNWUHU,25,25,True,24
3371,芜湖金旺202芜湖港,芜湖金旺202芜湖港,10,10,True,10
3372,芜湖金旺1056WUHUJINWANG,芜湖金旺1056WUHUJINWANG,19,19,True,19
3373,苏东悦货158SUDONGYUEHUO,苏东悦货158SUDONGYUEHUO,19,19,True,20
3374,苏东悦货588SUDONGYUEHUO,苏东悦货588SUDONGYUEHUO,19,19,True,19
3375,苏东悦货666SUDONGYUEHUO,苏东悦货666SUDONGYUEHUO,19,19,True,19
3376,苏东油988SUDONGYOU,苏东油988SUDONGYOU,15,15,True,15
3377,苏东油988南京,苏东油988南京,8,8,True,8
3378,苏中川6118SUZHONGCHUAN,苏中川6118SUZHONGCHUAN,19,19,True,19
3379,苏丰港货0168SUFENGGANGHUO,苏丰港货0168SUFENGGANGHUO,21,21,True,21
3380,苏丰港货0699SUFENGGANGHUO,苏丰港货0699SUFENGGANGHUO,21,21,True,21
3381,苏兴淮货8889SUXINGHUAIHUO,苏兴淮货8889SUXINGHUAIHUO,21,21,True,21
3382,苏内航货1866淮安港,苏内航货1866淮安港,11,11,True,11
3383,苏内航货1988SUNEIHANGHUO,苏内航货1988SUNEIHANGHUO,20,20,True,20
3384,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,16,16,True,16
3385,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,16,16,True,16
3386,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,16,16,True,16
3387,苏华航2829SUHUAHANG,苏华航2829SUHUAHANG,16,16,True,16
3388,苏华茂货2866SUHUAMAOHUO,苏华茂货2866SUHUAMAOHUO,19,19,True,19
3389,苏华茂货5188SUHUAMAOHUO,苏祥发货2088SUXIANGFAHUO,19,20,False,16
3390,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,19,19,True,19
3391,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,19,19,True,19
3392,苏宇通货1688SUYUTONGHUO,苏宇通货1688SUYUTONGHUO,19,19,True,19
3393,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,14,14,True,14
3394,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,14,14,True,14
3395,苏宝货588SUBAOHUO,苏宝货588SUBAOHUO,14,14,True,14
3396,苏宝鑫货8688SUBAOXINHUO,苏宝鑫货8688SUBAOXINHUO,19,19,True,19
3397,苏宿货1688SUSUHUO,苏宿货1688SUSUHUO,14,14,True,14
3398,苏宿货1688SUSUHUO,苏宿货1688SUSUHUO,14,14,True,14
3399,苏宿货1918SUSUHUO,苏宿货1918SUSUHUO,14,14,True,14
3400,苏宿货2155SUSUHUO,苏宿货2155SUSUHUO,14,14,True,13
3401,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,14,14,True,14
3402,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,14,14,True,7
3403,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,14,14,True,14
3404,苏宿货3148SUSUHUO,苏宿货3148SUSUHUO,14,14,True,14
3405,苏州徐货7201,苏徐州货7201,8,8,False,8
3406,苏常州货396SUCHANGZHOUHUO,苏常州货396SUCHANGZHOUHUO,21,21,True,21
3407,苏徐州货1688SUXUZHOUHUO,湖州货1688HOUHUZHOUHUO,19,19,False,14
3408,苏徐州货6689SUXUZHOUHUO,苏徐州货6689SUXUZHOUHUO,19,19,True,19
3409,苏徐州货6689SUXUZHOUHUO,苏徐州货6689SUXUZHOUHUO,19,19,True,19
3410,苏振丰货1SUZHENFENGHUO,苏振丰货1SUZHENFENGHUO,18,18,True,18
3411,苏振丰货1SUZHENFENGHUO,苏振丰货1SUZHENFENGHUO,18,18,True,18
3412,苏振丰货1徐州港SUZHENFENGHUO,苏振丰货1徐州SUZHENFENGHUOXUZHOU,21,26,False,29
3413,苏振航货066SUZHENHANGHUO,苏振航货066SUZHENHANGHUO,20,20,True,20
3414,苏方圆货016SUFANGYUANHUO,苏方圆货0166SUFANGYUANHUO,20,21,False,25
3415,苏方圆货366SUFANGYUANHUO,苏方圆货366SUFANGYUANHUO,20,20,True,20
3416,苏方圆货366盐城港,苏方圆货366盐城港,10,10,True,11
3417,苏方圆货366盐城港,苏方圆货366盐城港,10,10,True,10
3418,苏方圆货5588SUFANGYUANHUO,苏方圆货5588SUFANGYUANHUO,21,21,True,21
3419,苏无锡货08188无锡,苏无锡货08188无锡,11,11,True,11
3420,苏无锡货08188无锡,苏无锡货08188无锡,11,11,True,11
3421,苏无锡货80238无锡,苏无锡货80238无锡SUWUXIHUOWUXI,11,24,False,24
3422,苏无锡货80238无锡SUWUXIHUOWUXI,苏无锡货80238无锡SUWUXIHUOWUXI,24,24,True,24
3423,苏无锡货86828SUWUXIHUO,苏无锡货86828SUWUXIHUO,18,18,True,18
3424,苏无锡货86828无锡,苏无锡货86828无锡,11,11,True,11
3425,苏无锡货86828无锡港,苏无锡货86828无锡港,12,12,True,12
3426,苏无锡货86838SUWUXIHUO,苏无锡货86838SUWUXIHUO,18,18,True,18
3427,苏无锡货86838无锡港,苏无锡货86838无锡港,12,12,True,11
3428,苏无锡货86838无锡港SUWUXIHUOWUXIGANG,苏无锡货86838无锡港SUWUXIHUOWUXIGANG,29,29,True,29
3429,苏水运货998SUSHUIYUNHUO,苏水运货998SUSHUIYUNHUO,19,19,True,19
3430,苏泗洪货1855宿迁港,苏泗洪货1855宿迁港,11,11,True,11
3431,苏洪运货1658SUHONGYUNHUO,苏洪运货1658SUHONGYUNHUO,20,20,True,21
3432,苏洪运货1689SUHONGYUNHUO,苏洪运货1689SUHONGYUNHUO,20,20,True,20
3433,苏洪运货1689SUHONGYUNHUO,苏洪运货1689SUHONGYUNHUO,20,20,True,20
3434,苏洪运货8816SUHONGYUNHUO,苏洪运货8816SUHONGYUNHUO,20,20,True,20
3435,苏海集666SUHAIJI,苏海集666SUHAIJI,13,13,True,13
3436,苏淮三航货8858SUHUAISANHANGHUO,苏淮三航货8858SUHUAISANHANGHUO,25,25,True,25
3437,苏淮三航货8858SUHUAISANHANGHUO,苏淮三航货8858SUHUAISANHANGHUO,25,25,True,25
3438,苏淮三航货9888淮安港,苏淮三航货9888淮安港,12,12,True,12
3439,苏淮航货5508SUHUAIHANGHUO,苏淮航货5508SUHUAIHANGHUO,21,21,True,21
3440,苏淮货9081SUHUAIHUO,苏淮货9081SUHUAIHUO,16,16,True,16
3441,苏淮货9448淮安港SUHUAIHUOHUAIANGANG,苏淮货9448淮安港,29,10,False,29
3442,苏盐城散218199SUYANCHENGSAN,苏盐城货218999SUYANCHENGHUO,23,23,False,23
3443,苏盐城货060808SUYANCHENGHUO,苏盐城货060808SUYANCHENGHUO,23,23,True,23
3444,苏盐城货062186SUYANCHENGHUO,苏盐城货062186SUYANCHENGHUO,23,23,True,23
3445,苏盐城货083101SUYANCHENGHUO,苏盐城货083101SUYANCHENGHUO,23,23,True,22
3446,苏盐城货083101盐城港,苏盐城货083101盐城港,13,13,True,13
3447,苏盐城货083622盐城SUYANCHENGHUOYANCHENG,苏盐城货083622盐城SUYANCHENGHUOYANCHENG,33,33,True,33
3448,苏盐城货086999SUYANCHENGHUO,苏盐城货086999SUYANCHENGHUO,23,23,True,23
3449,苏盐城货088638SUYANCHENGHUO,苏盐城货088638SUYANCHENGHUO,23,23,True,23
3450,苏盐城货089689SUYANCHENGHUO,苏盐城货089689SUYANCHENGHUO,23,23,True,23
3451,苏盐城货089689SUYANCHENGHUO,苏盐城货089689SUYANCHENGHUO,23,23,True,23
3452,苏盐城货092228SUYANCHENGHUO,苏盐城货092228SUYANCHENGHUO,23,23,True,23
3453,苏盐城货098098,浙余杭货09898ZHEYUHANGHUO,10,21,False,21
3454,苏盐城货098098SUYANCHENGHUO,苏盐城货060338SUYANCHENGHUO,23,23,False,21
3455,苏盐城货098098SUYANCHENGHUO,苏盐城货098098SUYANCHENGHUO,23,23,True,23
3456,苏盐城货098668盐城SUYANCHENGHUOYANCHENG,苏盐城货098668盐城SUYANCHENGHUOYANCHENG,33,33,True,33
3457,苏盐城货200561SUYANCHENGHUO,苏盐城货200561SUYANCHENGHUO,23,23,True,23
3458,苏盐城货202288SUYANCHENGHUO,苏盐城货202288SUYANCHENGHUO,23,23,True,23
3459,苏盐城货202288SUYANCHENGHUO,苏盐城货202288SUYANCHENGHUO,23,23,True,23
3460,苏盐城货202888SUYANCHENGHUO,苏盐城货202888SUYANCHENGHUO,23,23,True,23
3461,苏盐城货212658盐城港,苏盐城货212658盐城港,13,13,True,13
3462,苏盐城货213158盐城SUYANCHENGHUO,苏盐城货213158盐城SUYANCHENGHUO,25,25,True,25
3463,苏盐城货215858SUYANCHENGHUO,苏盐城货215858SUYANCHENGHUO,23,23,True,23
3464,苏盐城货215858盐城港,苏盐城货215858盐城港,13,13,True,13
3465,苏盐城货228688SUYANCHENGHUO,苏盐城货228688SUYANCHENGHUO,23,23,True,23
3466,苏盐城货231666盐城SUYANCHENGHUOYANCHENG,苏盐城货231666盐城SUYANCHENGHUOYANCHENG,33,33,True,33
3467,苏盐城货239588SUYANCHENGHUO,苏盐城货239588SUYANCHENGHUO,23,23,True,23
3468,苏盐城货268818盐城SUYANCHENGHUOYANCHENG,浙嘉善货03802ZHEJIASHANHUO,33,22,False,31
3469,苏盐货11610SUYANHUO,苏盐货11610SUYANHUO,16,16,True,16
3470,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,16,16,True,16
3471,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,16,16,True,16
3472,苏盐货11965SUYANHUO,苏盐货11965SUYANHUO,16,16,True,16
3473,苏盐货11965盐城港,苏盐货11965盐城港,11,11,True,11
3474,苏盐货30366SUYANHUO,苏盐货30366SUYANHUO,16,16,True,16
3475,苏盐货30366盐城港,苏盐货30366盐城港,11,11,True,12
3476,苏盐货30433,苏盐货30433,8,8,True,8
3477,苏盐货33502SUYANHUO,苏盐货33502SUYANHUO,16,16,True,16
3478,苏盐货33596SUYANHUO,苏盐货33596SUYANHUO,16,16,True,16
3479,苏盐货35098,苏盐货30933,8,8,False,13
3480,苏盐货82606,苏盐货82606,8,8,True,8
3481,苏盐货82606SUYANHUO,苏盐货82606SUYANHUO,16,16,True,16
3482,苏红日货999SUHONGRIHUO,苏红日货999SUHONGRIHUO,18,18,True,19
3483,苏红日货8888淮安港,苏红日货8888淮安港,11,11,True,11
3484,苏红日货88888SUHONGRIHUO,苏红日货88888SUHONGRIHUO,20,20,True,20
3485,苏翔辉货100SUXIANGHUIHUO,苏翔辉货100SUXIANGHUIHUO,20,20,True,19
3486,苏翔辉货618SUXIANGHUIHUO,苏翔辉货618SUXIANGHUIHUO,20,20,True,20
3487,苏观音寺货5188SUGUANYINSIHUO,苏观音寺货5188SUGUANYINSIHUO,23,23,True,23
3488,苏观音寺货6099SUGUANYINSIHUO,苏观音寺货6099SUGUANYINSIHUO,23,23,True,23
3489,苏财荣机158南通港SUCAIRONGJINANTONGGANG,苏财荣机158南通港SUCAIRONGJINANTONGGANG,32,32,True,32
3490,苏财荣机6188SUCAIRONGJI,苏财荣机6188SUCAIRONGJI,19,19,True,19
3491,苏连云港货0788SULIANYUNGANGHUO,苏连云港货0788SULIANYUNGANGHUO,25,25,True,25
3492,苏连云港货1551SULIANYUNGANGHUO,苏连云港货1551SULIANYUNGANGHUO,25,25,True,25
3493,苏连云港货1650SULIANYUNGANGHUO,苏连云港货1650SULIANYUNGANGHUO,25,25,True,25
3494,苏连云港货2598SULIANYUNGANGHUO,苏连云港货2598SULIANYUNGANGHUO,25,25,True,25
3495,苏连云港货2727SULIANYUNGANGHUO,苏连云港货2727SULIANYUNGANGHUO,25,25,True,25
3496,苏连云港货6028连云港,苏连云港货6028连云港SULIANYUNGANGHUOLIANYUNGANG,12,39,False,32
3497,苏通驰源货668SUTONGCHIYUANHUO,苏通驰源货668SUTONGCHIYUANHUO,24,24,True,24
3498,苏通驰源货8688SUTONGCHIYUANHUO,苏通驰源货8688SUTONGCHIYUANHUO,25,25,True,25
3499,苏金龙货598淮安SUJINLONGHUOHUAIAN,苏金龙货598淮安SUJINLONGHUOHUAIAN,27,27,True,27
3500,苏金龙货788SUJINLONGHUO,苏金龙货788SUJINLONGHUO,19,19,True,19
3501,苏鑫祥6789SUXINXIANG,苏鑫祥6789SUXINXIANG,17,17,True,17
3502,苏镇江货1689SUZHENJIANGHUO,苏镇江货1689SUZHENJIANGHUO,22,22,True,22
3503,苏镇江货1689镇江港,苏镇江货1689镇江港,11,11,True,11
3504,苏顺发货777SUSHUNFAHUO,苏顺发货777SUSHUNFAHUO,18,18,True,18
3505,苏顺发货2018SUSHUNFAHUO,苏顺发货2018SUSHUNFAHUO,19,19,True,19
3506,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,32,32,True,11
3507,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,28,28,True,28
3508,苏龙66SULONG,苏龙66SULONG,10,10,True,10
3509,茂鸿1MAOHONG,茂鸿1MAOHONG,10,10,True,10
3510,荆淮111JINGHUAI,荆淮111JINGHUAI,13,13,True,13
3511,萧航集002,萧航集002,6,6,True,6
3512,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,16,16,True,16
3513,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,16,16,True,16
3514,萧航集005XIAOHANGJI,萧航集005XIAOHANGJI,16,16,True,16
3515,萧达集01,萧达集01,5,5,True,5
3516,萧达集01,萧达集01,5,5,True,5
3517,萧达集02XIAODAJI,萧达集02XIAODAJI,13,13,True,13
3518,萧达集06,萧达集06,5,5,True,5
3519,萧达集06,萧达集06,5,5,True,6
3520,萧达集06,萧达集06,5,5,True,5
3521,萧达集09XIAODAJI,萧达集09XIAODAJI,13,13,True,13
3522,萧达集10XIAODAJI,萧达集10XIAODAJI,13,13,True,13
3523,萧达集11XIAODAJI,萧达集11XIAODAJI,13,13,True,13
3524,萧达集11XIAODAJI,萧达集11XIAODAJI,13,13,True,13
3525,萧达集18XIAODAJI,萧达集1XIIAODAJI,13,13,False,13
3526,萧达集19XIAODAJI,萧达集19XIAODAJI,13,13,True,14
3527,虎雷1号HULEIHAO,虎雷1号HULEIHAO,12,12,True,12
3528,融航机899RONGHANGJI,融航机899RONGHANGJI,16,16,True,15
3529,裕隆889合肥,裕隆889合肥,7,7,True,8
3530,西阳168XIYANG,西阳168XIYANG,11,11,True,13
3531,西阳1988XIYANG,西阳1988XIYANG,12,12,True,12
3532,豫信货10515YUXINHUO,豫信货10515YUXINHUO,16,16,True,16
3533,豫信货10515YUXINHUO,豫信货10515YUXINHUO,16,16,True,16
3534,豫信货10612,豫信货10612,8,8,True,8
3535,豫信货10612,豫信货10612,8,8,True,8
3536,豫信货10791YUXINHUO,豫信货10791YUXINHUO,16,16,True,16
3537,豫信货11758YUXINHUO,豫信货11758YUXINHUO,16,16,True,16
3538,豫信货11855YUXINHUO,豫信货11857YUXINHUO,16,16,False,16
3539,豫信货12005YUXINHUO,豫信货12005YUXINHUO,16,16,True,16
3540,豫信货12739YUXINHUO,豫信货12739YUXINHUO,16,16,True,16
3541,豫信货12955信阳港,豫信货12955信阳港,11,11,True,11
3542,豫信货12955信阳港YUXINHUOXINYANGGANG,豫信货12955信阳港YUXINHUOXINYANGGANG,30,30,True,11
3543,豫信货12955信阳港YUXINHUOXINYANGGANG,豫信货12955信阳港YUXINHUOXINYANGGANG,30,30,True,30
3544,豫信货15878YUXINHUO,豫信货15878YUXINHUO,16,16,True,16
3545,豫信阳货2432YUXINYANGHUO,豫信阳货2432,20,8,False,20
3546,豫信阳货4071,豫信阳货4071,8,8,True,8
3547,豫吉祥656YUJIXIANG,豫吉祥656YUJIXIANG,15,15,True,15
3548,豫吉祥926周口港,豫吉祥926周口港,9,9,True,9
3549,豫吉祥998YUJIXIANG,豫吉祥998YUJIXIANG,15,15,True,16
3550,豫吉祥998周口港,豫吉祥998周口港,9,9,True,9
3551,豫吉祥9988YUJIXIANG,豫吉祥9988YUJIXIANG,16,16,True,16
3552,豫周口货0698YUZHOUKOUHUO,豫周口货0698YUZHOUKOUHUO,20,20,True,20
3553,豫周口货1656YUZHOUKOUHUO,豫周口货1656YUZHOUKOUHUO,20,20,True,20
3554,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True,20
3555,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True,20
3556,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True,20
3557,豫周口货2376,豫周口货2376,8,8,True,8
3558,豫周口货5553YUZHOUKOUHUO,豫周口货5553YUZHOUKOUHUO,20,20,True,20
3559,豫周口货8528YUZHOUKOUHUO,豫周口货8528YUZHOUKOUHUO,20,20,True,20
3560,豫周口货8528周口港YUZHOUKOUHUOZHOUKOUGANG,豫周口货8628周口港YUZHOUKOUHUO,34,23,False,33
3561,豫周恒昌168YUZHOUHENGCHANG,豫周恒昌168YUZHOUHENGCHANG,22,22,True,22
3562,豫周泓翔机156YUZHOUHONGXIANGJI,豫周泓翔机156YUZHOUHONGXIANGJI,25,25,True,25
3563,豫周鑫港86,豫周鑫港86,6,6,True,6
3564,豫周鑫港123YUZHOUXINGANG,豫周鑫港123YUZHOUXINGANG,20,20,True,20
3565,豫周鑫港159YUZHOUXINGANG,豫周鑫港159YUZHOUXINGANG,20,20,True,20
3566,豫周鑫港588YUZHOUXINGANG,豫周鑫港588YUZHOUXINGANG,20,20,True,21
3567,豫周鑫港588YUZHOUXINGANG,豫周鑫港588YUZHOUXINGANG,20,20,True,20
3568,豫周鑫港688YUZHOUXINGANG,豫周鑫港688YUZHOUXINGANG,20,20,True,20
3569,豫周鑫港688周口港,豫周鑫港688周口港,10,10,True,10
3570,豫周鑫港5186YUZHOUXINGANG,豫周鑫港5186YUZHOUXINGANG,21,21,True,21
3571,豫周鑫港5186YUZHOUXINGANG,豫周鑫港518YUZHOUXINGANG,21,20,False,20
3572,豫周长顺066YUZHOUCHANGSHUN,豫周长顺066YUZHOUCHANGSHUN,22,22,True,22
3573,豫周长顺866,兴顺866,7,5,False,6
3574,豫周颍港009YUZHOUYINGGANG,豫周颍港009YUZHOUYINGGANG,21,21,True,21
3575,豫周颍港082周口港YUZHOUYINGGANGZHOUKOUGANG,豫周颍港082周口港YUZHOUYINGGANGZHOUKOUGANG,35,35,True,35
3576,豫周颍港5158YUZHOUYINGGANG,豫周颍港5158YUZHOUYINGGANG,22,22,True,21
3577,豫周风顺机039YUZHOUFENGSHUNJI,豫周风顺机039YUZHOUFENGSHUNJI,24,24,True,24
3578,豫商丘货0086商丘港YUSHANGQIUHUO,豫商丘货0086商丘港YUSHANGQIUHUO,24,24,True,38
3579,豫昌盛598YUCHANGSHENG,豫昌盛598YUCHANGSHENG,18,18,True,19
3580,豫昌盛687YUCHANGSHENG,豫昌盛687YUCHANGSHENG,18,18,True,18
3581,豫昌盛0696YUCHANGSHENG,豫昌盛0696YUCHANGSHENG,19,19,True,19
3582,豫昌盛818YUCHANGSHENG,豫昌盛818YUCHANGSHENG,18,18,True,16
3583,豫昌盛1586YUCHANGSHENG,豫昌盛1586YUCHANGSHENG,19,19,True,19
3584,豫昌盛1586周口港,豫昌盛1586周口港,10,10,True,10
3585,豫昌盛1586周口港,豫昌盛1586周口港,10,10,True,10
3586,豫昌盛5558周口港,豫昌盛5558周口港,10,10,True,10
3587,豫泓洋货11860YUHONGYANGHUO,豫泓洋货11860YUHONGYANGHUO,22,22,True,22
3588,豫泓翔678YUHONGXIANG,豫泓翔678YUHONGXIANG,17,17,True,17
3589,豫泓翔1896YUHONGXIANG,豫泓翔1896YUHONGXIANG,18,18,True,18
3590,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True,15
3591,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True,15
3592,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True,15
3593,豫远翔118YUYUANXIANG,豫远翔118YUYUANXIANG,17,17,True,17
3594,豫远翔1818YUYUANXIANG,豫远翔1818YUYUANXIANG,18,18,True,18
3595,豫远翔1818周口港YUYUANXIANGZHOUKOUGANG,豫远翔1818周口港YUYUANXIANGZHOUKOUGANG,32,32,True,32
3596,豫通达9999YUTONGDA,豫通达9999YUTONGDA,15,15,True,15
3597,豫长泰集1号YUCHANGTAIJIHAO,豫长泰集1号YUCHANGTAIJIHAO,21,21,True,21
3598,豫长泰集2周口YUCHANGTAIJIZHOUKOU,豫长泰集2周口YUCHANGTAIJIZHOUKOU,26,26,True,26
3599,豫长泰集6YUCHANGTAIJI,豫长泰集368YUCHANGTAIJI,17,19,False,18
