image_id,gt_text,pred_text,gt_len,pred_text_len,is_correct
3492,苏连云港货1551SULIANYUNGANGHUO,苏连云港货1551SULIANYUNGANGHUO,25,25,True
3493,苏连云港货1650SULIANYUNGANGHUO,苏连云港货1650连云LIANYUNGANGHUO,25,25,False
3494,苏连云港货2598SULIANYUNGANGHUO,苏连云港货2598SULIANYUNGANGHUO,25,25,True
3495,苏连云港货2727SULIANYUNGANGHUO,苏连云港货2727SULIANYUNGANG,25,22,False
3496,苏连云港货6028连云港,苏连云港货6028连云港SULIANYUNGANGHUOLIANYUNGANG,12,39,False
3497,苏通驰源货668SUTONGCHIYUANHUO,苏通驰源货668SUTONGCHIYUANHUO,24,24,True
3498,苏通驰源货8688SUTONGCHIYUANHUO,苏通驰源货8688SUTONGCHIYUANHUO,25,25,True
3499,苏金龙货598淮安SUJINLONGHUOHUAIAN,苏金龙货598淮安SUJINLONGHUOHUAIAN,27,27,True
3500,苏金龙货788SUJINLONGHUO,苏金龙货788SUJINLONGHUO,19,19,True
3501,苏鑫祥6789SUXINXIANG,苏鑫祥6789SUXINXIANG,17,17,True
3502,苏镇江货1689SUZHENJIANGHUO,苏镇江货1689SUZHENJIANGHUO,22,22,True
3503,苏镇江货1689镇江港,苏镇江货1689镇江港,11,11,True
3504,苏顺发货777SUSHUNFAHUO,苏顺发货777SUSHUNFAHUO,18,18,True
3505,苏顺发货2018SUSHUNFAHUO,苏顺发货2018SUSHUNFAHUO,19,19,True
3506,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,苏顺发货9888淮安港SUSHUNFAHUOHUAIANGANG,32,32,True
3507,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,苏顺运货8299淮安SUSHUNYUNHUOHUAIAN,28,28,True
3508,苏龙66SULONG,苏龙66SULONG,10,10,True
3509,茂鸿1MAOHONG,茂鸿1MAOHONG,10,10,True
3510,荆淮111JINGHUAI,荆淮111JINGHUAI,13,13,True
3511,萧航集002,萧航集002,6,6,True
3512,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,16,16,True
3513,萧航集002XIAOHANGJI,萧航集002XIAOHANGJI,16,16,True
3514,萧航集005XIAOHANGJI,萧航集005XIAOHANGJI,16,16,True
3515,萧达集01,萧达集01,5,5,True
3516,萧达集01,萧达集01,5,5,True
3517,萧达集02XIAODAJI,萧达集02XIAODAJI,13,13,True
3518,萧达集06,萧达集06,5,5,True
3519,萧达集06,萧达集06,5,5,True
3520,萧达集06,萧达集06,5,5,True
3521,萧达集09XIAODAJI,萧达集09XIAODAJI,13,13,True
3522,萧达集10XIAODAJI,萧达集10XIAODAJI,13,13,True
3523,萧达集11XIAODAJI,萧达集11XIAODAJI,13,13,True
3524,萧达集11XIAODAJI,萧达集11XIAODAJI,13,13,True
3525,萧达集18XIAODAJI,萧达集11XIAODAJI,13,13,False
3526,萧达集19XIAODAJI,萧达集19XIAODAJI,13,13,True
3527,虎雷1号HULEIHAO,虎雷1号HULEIHAO,12,12,True
3528,融航机899RONGHANGJI,融航机899RONGHANGJI,16,16,True
3529,裕隆889合肥,裕隆889合肥,7,7,True
3530,西阳168XIYANG,西阳168XIYANG,11,11,True
3531,西阳1988XIYANG,西阳1988XIYANG,12,12,True
3532,豫信货10515YUXINHUO,豫信货10515YUXINHUO,16,16,True
3533,豫信货10515YUXINHUO,豫信货10515YUXINHUO,16,16,True
3534,豫信货10612,豫信货10612,8,8,True
3535,豫信货10612,豫信货10612,8,8,True
3536,豫信货10791YUXINHUO,豫信货10791YUXINHUO,16,16,True
3537,豫信货11758YUXINHUO,豫信货11758YUXINHUO,16,16,True
3538,豫信货11855YUXINHUO,豫信货11857YUXINHUO,16,16,False
3539,豫信货12005YUXINHUO,豫信货12005YUXINHUO,16,16,True
3540,豫信货12739YUXINHUO,豫信货12739YUXINHUO,16,16,True
3541,豫信货12955信阳港,豫信货12955信阳港,11,11,True
3542,豫信货12955信阳港YUXINHUOXINYANGGANG,豫信货12955信阳港YUXINHUOXINYANG,30,26,False
3543,豫信货12955信阳港YUXINHUOXINYANGGANG,豫信货12955信阳港YUXINHUOXINYANGGANG,30,30,True
3544,豫信货15878YUXINHUO,豫信货15878YUXINHUO,16,16,True
3545,豫信阳货2432YUXINYANGHUO,豫信阳货2432,20,8,False
3546,豫信阳货4071,豫信阳货4071,8,8,True
3547,豫吉祥656YUJIXIANG,豫吉祥656YUJIXIANG,15,15,True
3548,豫吉祥926周口港,豫吉祥926周口港,9,9,True
3549,豫吉祥998YUJIXIANG,豫吉祥998YUJIXIANG,15,15,True
3550,豫吉祥998周口港,豫吉祥998周口港,9,9,True
3551,豫吉祥9988YUJIXIANG,豫吉祥9988YUJIXIANG,16,16,True
3552,豫周口货0698YUZHOUKOUHUO,豫周口货0698YUZHOUKOUHUO,20,20,True
3553,豫周口货1656YUZHOUKOUHUO,豫周口货1656YUZHOUKOUHUO,20,20,True
3554,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True
3555,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True
3556,豫周口货1978YUZHOUKOUHUO,豫周口货1978YUZHOUKOUHUO,20,20,True
3557,豫周口货2376,豫周口货2376,8,8,True
3558,豫周口货5553YUZHOUKOUHUO,豫周口货5553YUZHOUKOUHUO,20,20,True
3559,豫周口货8528YUZHOUKOUHUO,豫周口货8528YUZHOUKOUHUO,20,20,True
3560,豫周口货8528周口港YUZHOUKOUHUOZHOUKOUGANG,豫周口货8828周口港YUZHOUKOUHUOZHOUKOUGANG,34,34,False
3561,豫周恒昌168YUZHOUHENGCHANG,豫周恒昌168YUZHOUHENGCHANG,22,22,True
3562,豫周泓翔机156YUZHOUHONGXIANGJI,豫周泓翔机156YUZHOUHONGXIANGJI,25,25,True
3563,豫周鑫港86,豫周鑫港86,6,6,True
3564,豫周鑫港123YUZHOUXINGANG,豫周鑫港123YUZHOUXINGANG,20,20,True
3565,豫周鑫港159YUZHOUXINGANG,豫周鑫港159YUZHOUXINGANG,20,20,True
3566,豫周鑫港588YUZHOUXINGANG,豫周鑫港588YUZHOUXINGANG,20,20,True
3567,豫周鑫港588YUZHOUXINGANG,豫周鑫港588YUZHOUXINGANG,20,20,True
3568,豫周鑫港688YUZHOUXINGANG,豫周鑫港688YUZHOUXINGANG,20,20,True
3569,豫周鑫港688周口港,豫周鑫港688周口港,10,10,True
3570,豫周鑫港5186YUZHOUXINGANG,豫周鑫港5186YUZHOUXINGANG,21,21,True
3571,豫周鑫港5186YUZHOUXINGANG,豫周鑫港5186YUZHOUXINGANG,21,21,True
3572,豫周长顺066YUZHOUCHANGSHUN,豫周长顺066YUZHOUCHANGSHUN,22,22,True
3573,豫周长顺866,皖顺866,7,5,False
3574,豫周颍港009YUZHOUYINGGANG,豫周颍港009YUZHOUYINGGANG,21,21,True
3575,豫周颍港082周口港YUZHOUYINGGANGZHOUKOUGANG,豫周颍港082周口港YUZHOUYINGGANGZHOUKOUGANG,35,35,True
3576,豫周颍港5158YUZHOUYINGGANG,豫周颍港5158YUZHOUYINGGANG,22,22,True
3577,豫周风顺机039YUZHOUFENGSHUNJI,豫周风顺机039YUZHOUFENGSHUNJI,24,24,True
3578,豫商丘货0086商丘港YUSHANGQIUHUO,豫商丘货0086商丘港YUSHANGQIUHUO,24,24,True
3579,豫昌盛598YUCHANGSHENG,豫昌盛598YUCHANGSHENG,18,18,True
3580,豫昌盛687YUCHANGSHENG,豫昌盛687YUCHANGSHENG,18,18,True
3581,豫昌盛0696YUCHANGSHENG,豫昌盛0696YUCHANGSHENG,19,19,True
3582,豫昌盛818YUCHANGSHENG,豫昌盛818YUCHANGSHENG,18,18,True
3583,豫昌盛1586YUCHANGSHENG,豫昌盛1586YUCHANGSHENG,19,19,True
3584,豫昌盛1586周口港,豫昌盛1586周口港,10,10,True
3585,豫昌盛1586周口港,豫昌盛1586周口港,10,10,True
3586,豫昌盛5558周口港,豫昌盛5558周口港,10,10,True
3587,豫泓洋货11860YUHONGYANGHUO,豫泓洋货11860YUHONGYANGHUO,22,22,True
3588,豫泓翔678YUHONGXIANG,豫泓翔678YUHONGXIANG,17,17,True
3589,豫泓翔1896YUHONGXIANG,豫泓翔1896YUHONGXIANG,18,18,True
3590,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True
3591,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True
3592,豫漯货0368YULUOHUO,豫漯货0368YULUOHUO,15,15,True
3593,豫远翔118YUYUANXIANG,豫远翔118YUYUANXIANG,17,17,True
3594,豫远翔1818YUYUANXIANG,豫远翔1818YUYUANXIANG,18,18,True
3595,豫远翔1818周口港YUYUANXIANGZHOUKOUGANG,豫远翔1818周口港YUYUANXIANGZHOUKOUGANG,32,32,True
3596,豫通达9999YUTONGDA,豫通达9999YUTONGDA,15,15,True
3597,豫长泰集1号YUCHANGTAIJIHAO,豫长泰集1号YUCHANGTAIJIHAO,21,21,True
3598,豫长泰集2周口YUCHANGTAIJIZHOUKOU,豫长泰集2周口YUCHANGTAIJIZHOUKOU,26,26,True
3599,豫长泰集6YUCHANGTAIJI,豫长泰集66YUCHANGTAIJI,17,18,False
3600,豫长泰集98周口YUCHANGTAIJIZHOUKOU,豫长泰集98周口YUCHANGTAIJIZHOUKOU,27,27,True
3601,豫风顺1178YUFENGSHUN,豫风顺1178YUFENGSHUN,17,17,True
3602,豫风顺6118YUFENGSHUN,风顺6118FENGSHUN,17,14,False
3603,豫风顺6616周口港,豫风顺6616周口港,10,10,True
3604,豫风顺8618YUFENGSHUN,豫风顺8618YUFENGSHUN,17,17,True
3605,赣上饶货2080GANSHANGRAOHUO,赣上饶货2080GANSHANGRAOHUO,22,22,True
3606,赣上饶货2090GANSHANGRAOHUO,赣上饶货2090GANSHANGRAOHUO,22,22,True
3607,赣吉安货1526GANJIANHUO,浙诸暨货1526ZHEZHUJIHUO,18,19,False
3608,赣吉安货3171GANJIANHUO,赣吉安货3171GANJIANHUO,18,18,True
3609,赣吉安货4339GANJIANHUO,赣吉安货4339GANJIANHUO,18,18,True
3610,赣吉安货5318GANJIANHUO,赣吉安货5318GANJIANHUO,18,18,True
3611,赣玉茗6,赣玉茗6,4,4,True
3612,超越168CHAOYUE,超越168CHAOYUE,12,12,True
3613,越舟集003YUEZHOUJI,越舟集003YUEZHOUJI,15,15,True
3614,越舟集003YUEZHOUJI,越舟集003YUEZHOUJI,15,15,True
3615,轮祥09LUNXIANG,轮祥09LUNXIANG,12,12,True
3616,轮祥09LUNXIANG,轮祥09LUNXIANG,12,12,True
3617,轮祥8328LUNXIANG,轮祥8328LUNXIANG,14,14,True
3618,运得集002,运得集002,6,6,True
3619,运得集003YUNDEJI,运得集003YUNDEJI,13,13,True
3620,远东001YUANDONG,远东001YUANDONG,13,13,True
3621,远东166亳州港,远东166亳州港,8,8,True
3622,远东288YUANDONG,远东288YUANDONG,13,13,True
3623,远东1888亳州港,远东1888亳州港,9,9,True
3624,远东8899YUANDONG,远东8899YUANDONG,14,14,True
3625,远东9966YUANDONG,远东9966YUANDONG,14,14,True
3626,远东9966YUANDONG,远东9966YUANDONG,14,14,True
3627,远东9966亳州YUANDONG,远东9966亳州YUANDONG,16,16,True
3628,远东货118YUANDONGHUO,远东货118YUANDONGHUO,17,17,True
3629,远东货1688YUANDONGHUO,远东货1688YUANDONGHUO,18,18,True
3630,远东货1688YUANDONGHUO,远东货1688YUANDONGHUO,18,18,True
3631,远成0959YUANCHENG,远成0959YUANCHENG,15,15,True
3632,远成0959YUANCHENG,远成0959YUANCHENG,15,15,True
3633,远洋89YUANYANG,远洋89YUANYANG,12,12,True
3634,远洋1708YUANYANG,远洋1708YUANYANG,14,14,True
3635,远航666号YUANHANG,远航669YUANHANG,14,13,False
3636,远航1689YUANHANG,远航1689YUANHANG,14,14,True
3637,远顺1918蚌埠港YUANSHUNBENGBUGANG,远顺1918蚌埠港YUANSHUNBENGBUGANG,27,27,True
3638,远顺6688蚌埠港YUANSHUNBENGBUGANG,远顺6688蚌埠港YUANSHUNBENGBUGANG,27,27,True
3639,通发机3007TONGFAJI,通发机3007TONGFAJI,15,15,True
3640,通海油99TONGHAIYOU,通海油99TONGHAIYOU,15,15,True
3641,通海油99TONGHAIYOU,通海油99TONGHAIYOU,15,15,True
3642,通达667TONGDA,通达669TONGDA,11,11,False
3643,通达2688TONGDA,通达2688TONGDA,12,12,True
3644,通达机0089TONGDAJI,通达机0089TONGDAJI,15,15,True
3645,通达机658南通TONGDAJINANTONG,通达机658南通TONGDAJINANTONG,23,23,True
3646,通达机2988TONGDAJI,通达机2988TONGDAJI,15,15,True
3647,通达机5588TONGDAJI,通达机5588TONGDAJI,15,15,True
3648,通达机9899南通TONGDAJINANTONG,通达机9899南通TONGDAJINANTONG,24,24,True
3649,邮安3YOUAN,邮安3YOUAN,8,8,True
3650,邮安3YOUAN,邮安3YOUAN,8,8,True
3651,邮川108YOUCHUAN,邮川108YOUCHUAN,13,13,True
3652,邮川机997YOUCHUANJI,邮川机997YOUCHUANJI,16,16,True
3653,邮甸机358扬州,邮甸机358扬州,8,8,True
3654,郎溪货6618宣城,郎溪货6618宣城,9,9,True
3655,鄂州货0618EZHOUHUO,鄂州货0618EZHOUHUO,15,15,True
3656,金旺158JINWANG,金旺158JINWANG,12,12,True
3657,金旺1777亳州港,金旺1777亳州港,9,9,True
3658,金旺1777亳州港,豫吉祥1777周口港YUJIXIANGZHOUKOUGANG,9,30,False
3659,金旺1777亳州港,金旺1777亳州港,9,9,True
3660,金沙机728JINSHAJI,金沙机728JINSHAJI,14,14,True
3661,金海111JINHAI,金海111JINHAI,11,11,True
3662,金海269JINHAI,金海269JINHAI,11,11,True
3663,金海269JINHAI,金海269JINHAI,11,11,True
3664,金海679JINHAI,金海679JINHAI,11,11,True
3665,金海2000JINHAI,金海2000JINHAI,12,12,True
3666,金海2000蚌埠港,金海2000蚌埠港JINHAIBENGBUGANG,9,25,False
3667,金渚828JINZHU,金渚828JINZHU,11,11,True
3668,金渚5888JINZHU,金渚5888JINZHU,12,12,True
3669,金牛618JINNIU,金牛618JINNIU,11,11,True
3670,金舵188JINDUO,金舵188JINDUO,11,11,True
3671,金舵1588JINDUO,金舵1588JINDUO,12,12,True
3672,金舵1588JINDUO,金舵1588JINDUO,12,12,True
3673,金通达2JINTONGDA,金通达2JINTONGDA,13,13,True
3674,金通达1188JINTONGDA,金通达1188JINTONGDA,16,16,True
3675,金通达1188蚌埠港,金通达1188蚌埠港,10,10,True
3676,金锚898JINMAO,金锚898JINMAO,11,11,True
3677,金锚998JINMAO,金锚998JINMAO,11,11,True
3678,金锚998JINMAO,金锚998JINMAO,11,11,True
3679,金顺668扬州港,金顺668扬州港,8,8,True
3680,金顺航01590泰州港,金顺航01590泰州港JINSHUNHANGTAIZHOUGANG,11,33,False
3681,金顺航8188泰州JINSHUNHANGTAIZHOU,振航18888泰州ZHENHANGTAIZHOU,27,24,False
3682,鑫盛898XINSHENG,鑫盛898XINSHENG,13,13,True
3683,鑫盛898XINSHENG,鑫盛898XINSHENG,13,13,True
3684,鑫盛达898XINSHENGDA,鑫盛达898XINSHENGDA,16,16,True
3685,鑫锐达008XINRUIDA,鑫锐达008XINRUIDA,14,14,True
3686,鑫锐达099XINRUIDA,鑫锐达099XINRUIDA,14,14,True
3687,鑫隆货818XINLONGHUO,鑫隆货818XINLONGHUO,16,16,True
3688,鑫隆货818XINLONGHUO,鑫隆货818XINLONGHUO,16,16,True
3689,鑫雅518XINYA,鑫雅518XINYA,10,10,True
3690,钓台66DIAOTAI,钓台66DIAOTAI,11,11,True
3691,铭鑫拖002002苏州MINGXINTUOSUZHOU,铭鑫拖002002苏州MINGXINTUOSUZHOU,27,27,True
3692,银河机98908YINHEJI,银河机98908YINHEJI,15,15,True
3693,锦涵号阜阳港,锦涵号阜阳港,6,6,True
3694,锦程888JINCHENG,锦程888JINCHENG,13,13,True
3695,锦程888JINCHENG,锦程888JINCHENG,13,13,True
3696,锦运666JINYUN,锦运666JINYUN,11,11,True
3697,镇江江淮068镇江港,镇江江淮068镇江港,10,10,True
3698,长生机1788常州港CHANGSHENGJICHANGZHOUGANG,长生机1788常州港CHANGSHENGJICHANGZHOUGANG,35,35,True
3699,长生机2688CHANGSHENGJI,长生机2688CHANGSHENGJI,19,19,True
3700,闽航88,闽航88,4,4,True
3701,闽航88MINHANG,闽航88MINHANG,11,11,True
3702,阜宁机07170FUNINGJI,阜宁机07170FUNINGJI,16,16,True
3703,雨蒙88YUMENG,雨蒙88YUMENG,10,10,True
3704,雨蒙88YUMENG,雨蒙88YUMENG,10,10,True
3705,雨蒙88YUMENG,雨蒙88YUMENG,10,10,True
3706,靖联机518JINGLIANJI,靖联机518,16,6,False
3707,靖金机6999JINGJINJI,靖金机6999JINGJINJI,16,16,True
3708,顺发268SHUNFA,顺发268SHUNFA,11,11,True
3709,顺发668SHUNFA,顺发668SHUNFA,11,11,True
3710,顺发668SHUNFA,顺发668SHUNFA,11,11,True
3711,顺发6688SHUNFA,顺发6688SHUNFA,12,12,True
3712,顺昌0066SHUNCHANG,顺昌0066SHUNCHANG,15,15,True
3713,顺祥66SHUNXIANG,顺祥66SHUNXIANG,13,13,True
3714,顺祥199SHUNXIANG,顺祥199SHUNXIANG,14,14,True
3715,顺祥199SHUNXIANG,顺祥199SHUNXIANG,14,14,True
3716,顺祥1168SHUNXIANG,顺祥1169SHUNXIANG,15,15,False
3717,顺祥6838SHUNXIANG,顺祥6838SHUNXIANG,15,15,True
3718,顺航8818SHUNHANG,顺航8818SHUNHANG,14,14,True
3719,顺航机9898SHUNHANGJI,顺航机9898SHUNHANGJI,17,17,True
3720,顺达95阜阳SHUNDAFUYANG,顺达959阜阳SHUNDAFUYANG,18,19,False
3721,顺达988SHUNDA,顺达988SHUNDA,11,11,True
3722,顺达988SHUNDA,顺达988SHUNDA,11,11,True
3723,顺通集002SHUNTONGJI,顺通集002SHUNTONGJI,16,16,True
3724,颍航368YINGHANG,颍航368YINGHANG,13,13,True
3725,颍航619阜阳港YINGHANGFUYANGGANG,颍航619阜阳港YINGHANGFUYANG,26,22,False
3726,驰源988CHIYUAN,驰源988CHIYUAN,12,12,True
3727,骏峰001JUNFENG,骏峰001JUNFENG,12,12,True
3728,高淳机5069GAOCHUNJI,高淳机5069GAOCHUNJI,16,16,True
3729,鲁枣庄货0632,鲁枣庄货0632,8,8,True
3730,鲁枣庄货0659LUZAOZHUANGHUO,鲁枣庄货0659LUZAOZHUANGHUO,22,22,True
3731,鲁枣庄货0737LUZAOZHUANGHUO,鲁枣庄货0737LUZAOZHUANGHUO,22,22,True
3732,鲁枣庄货0738LUZAOZHUANGHUO,鲁枣庄货0738LUZAOZHUANGHUO,22,22,True
3733,鲁枣庄货1278LUZAOZHUANGHUO,鲁枣庄货1278LUZAOZHUANGHUO,22,22,True
3734,鲁枣庄货1569LUZAOZHUANGHUO,鲁枣庄货1569LUZAOZHUANGHUO,22,22,True
3735,鲁枣庄货1589LUZAOZHUANGHUO,鲁枣庄货1589LUZAOZHUANGHUO,22,22,True
3736,鲁枣庄货2266LUZAOZHUANGHUO,鲁枣庄货2266LUZAOZHUANGHUO,22,22,True
3737,鲁泰安货0163LUTAIANHUO,鲁泰安货0613LUTAIANHUO,18,18,False
3738,鲁泰安货0226LUTAIANHUO,苏盐货622D6SUYANHUO,18,16,False
3739,鲁泰安货0260LUTAIANHUO,鲁泰安货0260LUTAIANHUO,18,18,True
3740,鲁济宁货1356LUJININGHUO,鲁济宁货1356LUJININGHUO,19,19,True
3741,鲁济宁货1559LUJININGHUO,鲁济宁货1559LUJININGHUO,19,19,True
3742,鲁济宁货1967济宁港LUJININGHUOJININGGANG,鲁济宁货1967济宁港LUJININGHUOJININGGANG,32,32,True
3743,鲁济宁货2021LUJININGHUO,鲁济宁货2021LUJININGHUO,19,19,True
3744,鲁济宁货2021济宁港LUJININGHUOJININGGANG,鲁济宁货2021济宁港LUJININGHUOJININGGANG,32,32,True
3745,鲁济宁货2270LUJININGHUO,鲁济宁货2270LUJININGHUO,19,19,True
3746,鲁济宁货2277LUJININGHUO,鲁济宁货2277LUJININGHUO,19,19,True
3747,鲁济宁货2657,鲁济宁货2657,8,8,True
3748,鲁济宁货2776LUJININGHUO,鲁济宁货2776LUJININGHUO,19,19,True
3749,鲁济宁货3006LUJININGHUO,鲁济宁货3006LUJININGHUO,19,19,True
3750,鲁济宁货3053LUJININGHUO,鲁济宁货3053LUJININGHUO,19,19,True
3751,鲁济宁货3128LUJININGHUO,鲁济宁货3128LUJININGHUO,19,19,True
3752,鲁济宁货3335LUJININGHUO,鲁济宁货3335LUJININGHUO,19,19,True
3753,鲁济宁货3355LUJININGHUO,鲁济宁货3355LUJININGHUO,19,19,True
3754,鲁济宁货3988LUJININGHUO,鲁济宁货3988LUJININGHUO,19,19,True
3755,鲁济宁货4966,鲁济宁货4966,8,8,True
3756,鲁济宁货4966LUJININGHUO,鲁济宁货4966LUJININGHUO,19,19,True
3757,鲁济宁货5021LUJININGHUO,鲁济宁货5021LUJININGHUO,19,19,True
3758,鲁济宁货5111,鲁济宁货5111,8,8,True
3759,鲁济宁货5359,鲁济宁货5359,8,8,True
3760,鲁济宁货5359LUJININGHUO,鲁济宁货5535LUJININGHUO,19,19,False
3761,鲁济宁货5359LUJININGHUO,鲁济宁货5359LUJININGHUO,19,19,True
3762,鲁济宁货5365LUJININGHUO,鲁济宁货5365LUJININGHUO,19,19,True
3763,鲁济宁货5499LUJININGHUO,鲁济宁货5499LUJININGHUO,19,19,True
3764,鲁济宁货5868LUJININGHUO,鲁济宁货5868LUJININGHUO,19,19,True
3765,鲁济宁货6026LUJININGHUO,鲁济宁货6026LUJININGHUO,19,19,True
3766,鲁济宁货6165,鲁济宁货6165,8,8,True
3767,鲁菏泽货1001,鲁菏泽货0011菏泽港,8,11,False
3768,鲁菏泽货1434LUHEZEHUO,鲁菏泽货1434LUHEZEHUO,17,17,True
3769,鹏远18PENGYUAN,鹏远18PENGYUAN,12,12,True
3770,鹏鑫009PENGXIN,鹏鑫009PENGXIN,12,12,True
3771,鹏鑫009PENGXIN,鹏鑫009PENGXIN,12,12,True
3772,鹏鑫货666PENGXINHUO,鹏鑫货666PENGXINHUO,16,16,True
3773,鼎达集68DINGDAJI,鼎达集68DINGDAJI,13,13,True
3774,鼎达集88,鼎达集88,5,5,True
3775,鼎达集98DINGDAJI,鼎达集98DINGDAJI,13,13,True
3776,齐盛229QISHENG,齐盛229QISHENG,12,12,True
3777,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3778,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3779,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3780,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3781,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3782,龙川388LONGCHUAN,龙川388LONGCHUAN,14,14,True
3783,龙川货66扬州港LONGCHUANHUOYANGZHOUGANG,龙川货66扬州港LONGCHUANHUOYANGZHOUGANG,32,32,True
3784,龙川货1898LONGCHUANHUO,龙川货1898LONGCHUANHUO,19,19,True
3785,龙祥运999LONGXIANGYUN,龙祥运999LONGXIANGYUN,18,18,True
3786,龙祥运999LONGXIANGYUN,龙祥运999LONGXIANGYUN,18,18,True
3787,龙胜6579LONGSHENG,龙胜678LONGSHENG,15,14,False
3788,龙腾588扬州,龙腾588扬州LONGTENGYANGZHOU,7,23,False
3789,龙藤588扬州LONGTENGYANGZHOU,龙藤588扬州LONGTENGYANGZHOU,23,23,True
3790,龙藤油8,龙藤油8,4,4,True
3791,龙阳9LONGYANG,龙阳9LONGYANG,11,11,True
3792,皖阜南货0846,皖阜南货0846,8,8,True
3793,豫周颍港1888,豫周颍港1888,8,8,True
3794,亳州1588BOZHOU,合肥武运1588HEFEIWUYUN,12,18,False
3795,兴陶机7628,兴陶机7628,7,7,True
3796,嘉集010,嘉集010,5,5,True
3797,振兴机1288,振兴机1288,7,7,True
3798,浙上虞货0505,浙上虞货0505,8,8,True
3799,浙上虞货0517,浙上虞货0517,8,8,True
3800,浙上虞货0518,浙上虞货0518,8,8,True
3801,浙上虞货0530,浙上虞货0530,8,8,True
3802,浙上虞货0566,浙上虞货0566,8,8,True
3803,浙上虞货0566,浙上虞货0566,8,8,True
3804,浙上虞货0566,浙上虞货0566,8,8,True
3805,浙上虞货0569,浙上虞货0769,8,8,False
3806,浙上虞货0585,浙上虞货0585,8,8,True
3807,浙上虞货0587,浙上虞货0587,8,8,True
3808,浙上虞货0600,浙上虞货0600,8,8,True
3809,浙上虞货0626,浙上虞货0626,8,8,True
3810,浙上虞货0688,浙上虞货0688,8,8,True
3811,浙上虞货0688,皖蒙城货0688,8,8,False
3812,浙上虞货0707ZHESHANGYUHUO,浙上虞货0797ZHESHANGYUHUO,21,21,False
3813,浙临安货00138,浙临安货00138,9,9,True
3814,浙临安货00169,浙临安货00169,9,9,True
3815,浙余姚货001,浙余姚货001,7,7,True
3816,浙余姚货001,浙余姚货001,7,7,True
3817,浙余杭货02276,浙钱江货00276,9,9,False
3818,浙富阳货00751,浙富阳货00751,9,9,True
3819,浙富阳货00757,浙富阳货00757,9,9,True
3820,浙富阳货00883ZHEFUYANGHUO,浙富阳货00883,21,9,False
3821,浙富阳货00897,浙富阳货00897,9,9,True
3822,浙富阳货00898,浙富阳货00938,9,9,False
3823,浙富阳货00938,浙富阳货00938ZHEFUYANGHUO,9,21,False
3824,浙嵊州货0383,浙嵊州货0383,8,8,True
3825,浙平湖货01982ZHEPINGHUHUO,浙平湖货01982ZHEPINGHUHUO,21,21,True
3826,浙杭州货00686,浙杭州货00686,9,9,True
3827,浙绍兴货0005,浙绍兴货0005,8,8,True
3828,浙绍兴货0529,浙绍兴货0529,8,8,True
3829,浙绍兴货0668,浙绍兴货0668,8,8,True
3830,浙绍兴货0676,浙绍兴货0676,8,8,True
3831,浙绍兴货0677,浙绍兴货0677,8,8,True
3832,浙绍运6-27,浙绍运6-27,7,7,True
3833,浙萧山货10010ZHEXIAOSHANHUO,浙萧山货10010ZHEXIAOSHANHUO,23,23,True
3834,浙萧山货10020,浙萧山货10026,9,9,False
3835,浙萧山货13133,浙萧山货13133,9,9,True
3836,浙萧山货13133,浙萧山货13133,9,9,True
3837,浙萧山货13183,浙萧山货13183,9,9,True
3838,浙萧山货13183,浙萧山货13183,9,9,True
3839,浙萧山货23550,浙萧山货23550,9,9,True
3840,浙萧山货23656,浙萧山货23656,9,9,True
3841,浙萧山货23656,浙萧山货23656,9,9,True
3842,浙萧山货23663,浙萧山货23668,9,9,False
3843,浙萧山货23671,浙萧山货23671,9,9,True
3844,浙萧山货23678,浙萧山货23678,9,9,True
3845,浙萧山货23685,浙萧山货23685,9,9,True
3846,浙萧山货23688,浙萧山货23688,9,9,True
3847,浙萧山货23688,浙萧山货23688,9,9,True
3848,浙萧山货23688杭州港,浙萧山货23686杭州港,12,12,False
3849,浙萧山货23708,浙萧山货23708,9,9,True
3850,浙萧山货23728,浙萧山货23728,9,9,True
3851,浙萧山货23736,浙萧山货23736,9,9,True
3852,浙萧山货23756,浙萧山货23756,9,9,True
3853,浙萧山货23801,浙萧山货23801,9,9,True
3854,浙萧山货23809,浙萧山货23809,9,9,True
3855,浙萧山货23813,浙萧山货23813,9,9,True
3856,浙萧山货23829,浙萧山货23829,9,9,True
3857,浙萧山货23870,浙萧山货23870,9,9,True
3858,浙萧山货23891,浙萧山货23891,9,9,True
3859,浙萧山货23899,浙萧山货23899,9,9,True
3860,浙萧山货23928,浙萧山货23928,9,9,True
3861,浙萧山货23981,浙萧山货23918,9,9,False
